"SEGMENT","POSITION","FIELD","PARENT_FIELD","TABLE","NAME","DESCRIPTION"
07,37,PCT0390032,PCT0390028,PCT039,"Maritime/merchant vessels (900)","Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Maritime/merchant vessels (900)"
07,38,PCT0390033,PCT0390028,PCT039,"Workers' group living quarters and Job Corps centers (901)","Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Workers' group living quarters and Job Corps centers (901)"
07,39,PCT0390034,PCT0390028,PCT039,"Other noninstitutional facilities (702, 704, 706, 903-904)","Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (702, 704, 706, 903-904)"
07,40,PCT0390035,PCT0390002,PCT039,"18 to 64 years","Total: Male: 18 to 64 years"
07,41,PCT0390036,PCT0390035,PCT039,"Institutionalized population (101-106, 201-203, 301, 401-405)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405)"
07,42,PCT0390037,PCT0390036,PCT039,"Correctional facilities for adults (101-106)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
07,43,PCT0390038,PCT0390037,PCT039,"Federal detention centers (101)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
07,44,PCT0390039,PCT0390037,PCT039,"Federal prisons (102)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
07,45,PCT0390040,PCT0390037,PCT039,"State prisons (103)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
07,46,PCT0390041,PCT0390037,PCT039,"Local jails and other municipal confinement facilities (104)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
07,47,PCT0390042,PCT0390037,PCT039,"Correctional residential facilities (105)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
07,48,PCT0390043,PCT0390037,PCT039,"Military disciplinary barracks and jails (106)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
07,49,PCT0390044,PCT0390036,PCT039,"Juvenile facilities (201-203)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
07,50,PCT0390045,PCT0390044,PCT039,"Group homes for juveniles (non-correctional) (201)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
07,51,PCT0390046,PCT0390044,PCT039,"Residential treatment centers for juveniles (non-correctional) (202)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
07,52,PCT0390047,PCT0390044,PCT039,"Correctional facilities intended for juveniles (203)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
07,53,PCT0390048,PCT0390036,PCT039,"Nursing facilities/Skilled-nursing facilities (301)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
07,54,PCT0390049,PCT0390036,PCT039,"Other institutional facilities (401-405)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
07,55,PCT0390050,PCT0390049,PCT039,"Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
07,56,PCT0390051,PCT0390049,PCT039,"Hospitals with patients who have no usual home elsewhere (402)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
07,57,PCT0390052,PCT0390049,PCT039,"In-patient hospice facilities (403)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): In-patient hospice facilities (403)"
07,58,PCT0390053,PCT0390049,PCT039,"Military treatment facilities with assigned patients (404)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Military treatment facilities with assigned patients (404)"
07,59,PCT0390054,PCT0390049,PCT039,"Residential schools for people with disabilities (405)","Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Residential schools for people with disabilities (405)"
07,60,PCT0390055,PCT0390035,PCT039,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)"
07,61,PCT0390056,PCT0390055,PCT039,"College/University student housing (501)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): College/University student housing (501)"
07,62,PCT0390057,PCT0390055,PCT039,"Military quarters (601-602)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602)"
07,63,PCT0390058,PCT0390057,PCT039,"Military barracks and dormitories (non-disciplinary) (601)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military barracks and dormitories (non-disciplinary) (601)"
07,64,PCT0390059,PCT0390057,PCT039,"Military ships (602)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military ships (602)"
07,65,PCT0390060,PCT0390055,PCT039,"Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
07,66,PCT0390061,PCT0390060,PCT039,"Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
07,67,PCT0390062,PCT0390060,PCT039,"Group homes intended for adults (801)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Group homes intended for adults (801)"
07,68,PCT0390063,PCT0390060,PCT039,"Residential treatment centers for adults (802)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Residential treatment centers for adults (802)"
07,69,PCT0390064,PCT0390060,PCT039,"Maritime/merchant vessels (900)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Maritime/merchant vessels (900)"
07,70,PCT0390065,PCT0390060,PCT039,"Workers' group living quarters and Job Corps centers (901)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Workers' group living quarters and Job Corps centers (901)"
07,71,PCT0390066,PCT0390060,PCT039,"Other noninstitutional facilities (702, 704, 706, 903-904)","Total: Male: 18 to 64 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (702, 704, 706, 903-904)"
07,72,PCT0390067,PCT0390002,PCT039,"65 years and over","Total: Male: 65 years and over"
07,73,PCT0390068,PCT0390067,PCT039,"Institutionalized population (101-106, 201-203, 301, 401-405)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405)"
07,74,PCT0390069,PCT0390068,PCT039,"Correctional facilities for adults (101-106)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
07,75,PCT0390070,PCT0390069,PCT039,"Federal detention centers (101)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
07,76,PCT0390071,PCT0390069,PCT039,"Federal prisons (102)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
07,77,PCT0390072,PCT0390069,PCT039,"State prisons (103)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
07,78,PCT0390073,PCT0390069,PCT039,"Local jails and other municipal confinement facilities (104)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
07,79,PCT0390074,PCT0390069,PCT039,"Correctional residential facilities (105)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
07,80,PCT0390075,PCT0390069,PCT039,"Military disciplinary barracks and jails (106)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
07,81,PCT0390076,PCT0390068,PCT039,"Juvenile facilities (201-203)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
07,82,PCT0390077,PCT0390076,PCT039,"Group homes for juveniles (non-correctional) (201)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
07,83,PCT0390078,PCT0390076,PCT039,"Residential treatment centers for juveniles (non-correctional) (202)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
07,84,PCT0390079,PCT0390076,PCT039,"Correctional facilities intended for juveniles (203)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
07,85,PCT0390080,PCT0390068,PCT039,"Nursing facilities/Skilled-nursing facilities (301)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
07,86,PCT0390081,PCT0390068,PCT039,"Other institutional facilities (401-405)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
07,87,PCT0390082,PCT0390081,PCT039,"Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
07,88,PCT0390083,PCT0390081,PCT039,"Hospitals with patients who have no usual home elsewhere (402)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
07,89,PCT0390084,PCT0390081,PCT039,"In-patient hospice facilities (403)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): In-patient hospice facilities (403)"
07,90,PCT0390085,PCT0390081,PCT039,"Military treatment facilities with assigned patients (404)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Military treatment facilities with assigned patients (404)"
07,91,PCT0390086,PCT0390081,PCT039,"Residential schools for people with disabilities (405)","Total: Male: 65 years and over: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Residential schools for people with disabilities (405)"
07,92,PCT0390087,PCT0390067,PCT039,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)"
07,93,PCT0390088,PCT0390087,PCT039,"College/University student housing (501)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): College/University student housing (501)"
07,94,PCT0390089,PCT0390087,PCT039,"Military quarters (601-602)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602)"
07,95,PCT0390090,PCT0390089,PCT039,"Military barracks and dormitories (non-disciplinary) (601)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military barracks and dormitories (non-disciplinary) (601)"
07,96,PCT0390091,PCT0390089,PCT039,"Military ships (602)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military ships (602)"
07,97,PCT0390092,PCT0390087,PCT039,"Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
07,98,PCT0390093,PCT0390092,PCT039,"Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)"
07,99,PCT0390094,PCT0390092,PCT039,"Group homes intended for adults (801)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Group homes intended for adults (801)"
07,100,PCT0390095,PCT0390092,PCT039,"Residential treatment centers for adults (802)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Residential treatment centers for adults (802)"
07,101,PCT0390096,PCT0390092,PCT039,"Maritime/merchant vessels (900)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Maritime/merchant vessels (900)"
07,102,PCT0390097,PCT0390092,PCT039,"Workers' group living quarters and Job Corps centers (901)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Workers' group living quarters and Job Corps centers (901)"
07,103,PCT0390098,PCT0390092,PCT039,"Other noninstitutional facilities (702, 704, 706, 903-904)","Total: Male: 65 years and over: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (702, 704, 706, 903-904)"
07,104,PCT0390099,PCT0390001,PCT039,"Female","Total: Female"
07,105,PCT0390100,PCT0390099,PCT039,"Under 18 years","Total: Female: Under 18 years"
07,106,PCT0390101,PCT0390100,PCT039,"Institutionalized population (101-106, 201-203, 301, 401-405)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405)"
07,107,PCT0390102,PCT0390101,PCT039,"Correctional facilities for adults (101-106)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
07,108,PCT0390103,PCT0390102,PCT039,"Federal detention centers (101)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
07,109,PCT0390104,PCT0390102,PCT039,"Federal prisons (102)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
07,110,PCT0390105,PCT0390102,PCT039,"State prisons (103)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
07,111,PCT0390106,PCT0390102,PCT039,"Local jails and other municipal confinement facilities (104)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
07,112,PCT0390107,PCT0390102,PCT039,"Correctional residential facilities (105)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
07,113,PCT0390108,PCT0390102,PCT039,"Military disciplinary barracks and jails (106)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
07,114,PCT0390109,PCT0390101,PCT039,"Juvenile facilities (201-203)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
07,115,PCT0390110,PCT0390109,PCT039,"Group homes for juveniles (non-correctional) (201)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
07,116,PCT0390111,PCT0390109,PCT039,"Residential treatment centers for juveniles (non-correctional) (202)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
07,117,PCT0390112,PCT0390109,PCT039,"Correctional facilities intended for juveniles (203)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
07,118,PCT0390113,PCT0390101,PCT039,"Nursing facilities/Skilled-nursing facilities (301)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
07,119,PCT0390114,PCT0390101,PCT039,"Other institutional facilities (401-405)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
07,120,PCT0390115,PCT0390114,PCT039,"Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
07,121,PCT0390116,PCT0390114,PCT039,"Hospitals with patients who have no usual home elsewhere (402)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
07,122,PCT0390117,PCT0390114,PCT039,"In-patient hospice facilities (403)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): In-patient hospice facilities (403)"
07,123,PCT0390118,PCT0390114,PCT039,"Military treatment facilities with assigned patients (404)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Military treatment facilities with assigned patients (404)"
07,124,PCT0390119,PCT0390114,PCT039,"Residential schools for people with disabilities (405)","Total: Female: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Residential schools for people with disabilities (405)"
07,125,PCT0390120,PCT0390100,PCT039,"Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)"
07,126,PCT0390121,PCT0390120,PCT039,"College/University student housing (501)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): College/University student housing (501)"
07,127,PCT0390122,PCT0390120,PCT039,"Military quarters (601-602)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602)"
07,128,PCT0390123,PCT0390122,PCT039,"Military barracks and dormitories (non-disciplinary) (601)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military barracks and dormitories (non-disciplinary) (601)"
07,129,PCT0390124,PCT0390122,PCT039,"Military ships (602)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military ships (602)"
07,130,PCT0390125,PCT0390120,PCT039,"Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
07,131,PCT0390126,PCT0390125,PCT039,"Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)"
07,132,PCT0390127,PCT0390125,PCT039,"Group homes intended for adults (801)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Group homes intended for adults (801)"
07,133,PCT0390128,PCT0390125,PCT039,"Residential treatment centers for adults (802)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Residential treatment centers for adults (802)"
07,134,PCT0390129,PCT0390125,PCT039,"Maritime/merchant vessels (900)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Maritime/merchant vessels (900)"
07,135,PCT0390130,PCT0390125,PCT039,"Workers' group living quarters and Job Corps centers (901)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Workers' group living quarters and Job Corps centers (901)"
07,136,PCT0390131,PCT0390125,PCT039,"Other noninstitutional facilities (702, 704, 706, 903-904)","Total: Female: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (702, 704, 706, 903-904)"
07,137,PCT0390132,PCT0390099,PCT039,"18 to 64 years","Total: Female: 18 to 64 years"
07,138,PCT0390133,PCT0390132,PCT039,"Institutionalized population (101-106, 201-203, 301, 401-405)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405)"
07,139,PCT0390134,PCT0390133,PCT039,"Correctional facilities for adults (101-106)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
07,140,PCT0390135,PCT0390134,PCT039,"Federal detention centers (101)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
07,141,PCT0390136,PCT0390134,PCT039,"Federal prisons (102)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
07,142,PCT0390137,PCT0390134,PCT039,"State prisons (103)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
07,143,PCT0390138,PCT0390134,PCT039,"Local jails and other municipal confinement facilities (104)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
07,144,PCT0390139,PCT0390134,PCT039,"Correctional residential facilities (105)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
07,145,PCT0390140,PCT0390134,PCT039,"Military disciplinary barracks and jails (106)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
07,146,PCT0390141,PCT0390133,PCT039,"Juvenile facilities (201-203)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
07,147,PCT0390142,PCT0390141,PCT039,"Group homes for juveniles (non-correctional) (201)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
07,148,PCT0390143,PCT0390141,PCT039,"Residential treatment centers for juveniles (non-correctional) (202)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
07,149,PCT0390144,PCT0390141,PCT039,"Correctional facilities intended for juveniles (203)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
07,150,PCT0390145,PCT0390133,PCT039,"Nursing facilities/Skilled-nursing facilities (301)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
07,151,PCT0390146,PCT0390133,PCT039,"Other institutional facilities (401-405)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
07,152,PCT0390147,PCT0390146,PCT039,"Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
07,153,PCT0390148,PCT0390146,PCT039,"Hospitals with patients who have no usual home elsewhere (402)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
07,154,PCT0390149,PCT0390146,PCT039,"In-patient hospice facilities (403)","Total: Female: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): In-patient hospice facilities (403)"
