"SEGMENT","POSITION","FIELD","PARENT_FIELD","TABLE","DESCRIPTION"
05,198,PCT0270008,PCT0270002,PCT027,"Total: Unmarried partner of householder present: In nonfamily households"
05,199,PCT0270009,PCT0270008,PCT027,"Total: Unmarried partner of householder present: In nonfamily households: In male householder and male partner households"
05,200,PCT0270010,PCT0270008,PCT027,"Total: Unmarried partner of householder present: In nonfamily households: In male householder and female partner households"
05,201,PCT0270011,PCT0270008,PCT027,"Total: Unmarried partner of householder present: In nonfamily households: In female householder and female partner households"
05,202,PCT0270012,PCT0270008,PCT027,"Total: Unmarried partner of householder present: In nonfamily households: In female householder and male partner households"
05,203,PCT0270013,PCT0270001,PCT027,"Total: No unmarried partner of householder present"
05,204,PCT0270014,PCT0270013,PCT027,"Total: No unmarried partner of householder present: In family households"
05,205,PCT0270015,PCT0270014,PCT027,"Total: No unmarried partner of householder present: In family households: In husband-wife family households"
05,206,PCT0270016,PCT0270014,PCT027,"Total: No unmarried partner of householder present: In family households: In male householder, no wife present, family households"
05,207,PCT0270017,PCT0270014,PCT027,"Total: No unmarried partner of householder present: In family households: In female householder, no husband present, family households"
05,208,PCT0270018,PCT0270013,PCT027,"Total: No unmarried partner of householder present: In nonfamily households"
05,209,PCT0280001,NA,PCT028,"Total"
05,210,PCT0280002,PCT0280001,PCT028,"Total: In households"
05,211,PCT0280003,PCT0280002,PCT028,"Total: In households: In family households"
05,212,PCT0280004,PCT0280003,PCT028,"Total: In households: In family households: Householder"
05,213,PCT0280005,PCT0280004,PCT028,"Total: In households: In family households: Householder: Male"
05,214,PCT0280006,PCT0280004,PCT028,"Total: In households: In family households: Householder: Female"
05,215,PCT0280007,PCT0280003,PCT028,"Total: In households: In family households: Spouse"
05,216,PCT0280008,PCT0280003,PCT028,"Total: In households: In family households: Child"
05,217,PCT0280009,PCT0280003,PCT028,"Total: In households: In family households: Parent"
05,218,PCT0280010,PCT0280003,PCT028,"Total: In households: In family households: Parent-in-law"
05,219,PCT0280011,PCT0280003,PCT028,"Total: In households: In family households: Other relatives"
05,220,PCT0280012,PCT0280003,PCT028,"Total: In households: In family households: Nonrelatives"
05,221,PCT0280013,PCT0280002,PCT028,"Total: In households: In nonfamily households"
05,222,PCT0280014,PCT0280013,PCT028,"Total: In households: In nonfamily households: Male householder"
05,223,PCT0280015,PCT0280014,PCT028,"Total: In households: In nonfamily households: Male householder: Living alone"
05,224,PCT0280016,PCT0280014,PCT028,"Total: In households: In nonfamily households: Male householder: Not living alone"
05,225,PCT0280017,PCT0280013,PCT028,"Total: In households: In nonfamily households: Female householder"
05,226,PCT0280018,PCT0280017,PCT028,"Total: In households: In nonfamily households: Female householder: Living alone"
05,227,PCT0280019,PCT0280017,PCT028,"Total: In households: In nonfamily households: Female householder: Not living alone"
05,228,PCT0280020,PCT0280013,PCT028,"Total: In households: In nonfamily households: Nonrelatives"
05,229,PCT0280021,PCT0280001,PCT028,"Total: In group quarters"
05,230,PCT0280022,PCT0280021,PCT028,"Total: In group quarters: Institutionalized population"
05,231,PCT0280023,PCT0280021,PCT028,"Total: In group quarters: Noninstitutionalized population"
05,232,PCT0290001,NA,PCT029,"Total"
05,233,PCT0300001,NA,PCT030,"Total"
05,234,PCT0300002,PCT0300001,PCT030,"Total: Under 18 years"
05,235,PCT0300003,PCT0300001,PCT030,"Total: 18 years and over"
05,236,PCT0310001,PCT0300001,PCT031,"Total: Total"
05,237,PCT0310002,PCT0310001,PCT031,"Total: Total: Under 18 years"
05,238,PCT0310003,PCT0310001,PCT031,"Total: Total: 18 years and over"
06,1,FILEID,NA,HEAD,"File Identification"
06,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)"
06,3,CHARITER,NA,HEAD,"Characteristic iteration"
06,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number"
06,5,LOGRECNO,NA,HEAD,"Logical Record Number"
06,6,PCT0320001,NA,PCT032,"Total"
06,7,PCT0320002,PCT0320001,PCT032,"Total: Husband-wife family"
06,8,PCT0320003,PCT0320002,PCT032,"Total: Husband-wife family: With own children under 18 years"
06,9,PCT0320004,PCT0320003,PCT032,"Total: Husband-wife family: With own children under 18 years: Under 6 years only"
06,10,PCT0320005,PCT0320003,PCT032,"Total: Husband-wife family: With own children under 18 years: Under 6 years and 6 to 17 years"
06,11,PCT0320006,PCT0320003,PCT032,"Total: Husband-wife family: With own children under 18 years: 6 to 17 years only"
06,12,PCT0320007,PCT0320002,PCT032,"Total: Husband-wife family: No own children under 18 years"
06,13,PCT0320008,PCT0320001,PCT032,"Total: Other family"
06,14,PCT0320009,PCT0320008,PCT032,"Total: Other family: Male householder, no wife present"
06,15,PCT0320010,PCT0320009,PCT032,"Total: Other family: Male householder, no wife present: With own children under 18 years"
06,16,PCT0320011,PCT0320010,PCT032,"Total: Other family: Male householder, no wife present: With own children under 18 years: Under 6 years only"
06,17,PCT0320012,PCT0320010,PCT032,"Total: Other family: Male householder, no wife present: With own children under 18 years: Under 6 years and 6 to 17 years"
06,18,PCT0320013,PCT0320010,PCT032,"Total: Other family: Male householder, no wife present: With own children under 18 years: 6 to 17 years only"
06,19,PCT0320014,PCT0320009,PCT032,"Total: Other family: Male householder, no wife present: No own children under 18 years"
06,20,PCT0320015,PCT0320008,PCT032,"Total: Other family: Female householder, no husband present"
06,21,PCT0320016,PCT0320015,PCT032,"Total: Other family: Female householder, no husband present: With own children under 18 years"
06,22,PCT0320017,PCT0320016,PCT032,"Total: Other family: Female householder, no husband present: With own children under 18 years: Under 6 years only"
06,23,PCT0320018,PCT0320016,PCT032,"Total: Other family: Female householder, no husband present: With own children under 18 years: Under 6 years and 6 to 17 years"
06,24,PCT0320019,PCT0320016,PCT032,"Total: Other family: Female householder, no husband present: With own children under 18 years: 6 to 17 years only"
06,25,PCT0320020,PCT0320015,PCT032,"Total: Other family: Female householder, no husband present: No own children under 18 years"
06,26,PCT0330001,NA,PCT033,"Total"
06,27,PCT0330002,PCT0330001,PCT033,"Total: Husband-wife family"
06,28,PCT0330003,PCT0330002,PCT033,"Total: Husband-wife family: With related children under 18 years"
06,29,PCT0330004,PCT0330003,PCT033,"Total: Husband-wife family: With related children under 18 years: Under 6 years only"
06,30,PCT0330005,PCT0330003,PCT033,"Total: Husband-wife family: With related children under 18 years: Under 6 years and 6 to 17 years"
06,31,PCT0330006,PCT0330003,PCT033,"Total: Husband-wife family: With related children under 18 years: 6 to 17 years only"
06,32,PCT0330007,PCT0330002,PCT033,"Total: Husband-wife family: No related children under 18 years"
06,33,PCT0330008,PCT0330001,PCT033,"Total: Other family"
06,34,PCT0330009,PCT0330008,PCT033,"Total: Other family: Male householder, no wife present"
06,35,PCT0330010,PCT0330009,PCT033,"Total: Other family: Male householder, no wife present: With related children under 18 years"
06,36,PCT0330011,PCT0330010,PCT033,"Total: Other family: Male householder, no wife present: With related children under 18 years: Under 6 years only"
06,37,PCT0330012,PCT0330010,PCT033,"Total: Other family: Male householder, no wife present: With related children under 18 years: Under 6 years and 6 to 17 years"
06,38,PCT0330013,PCT0330010,PCT033,"Total: Other family: Male householder, no wife present: With related children under 18 years: 6 to 17 years only"
06,39,PCT0330014,PCT0330009,PCT033,"Total: Other family: Male householder, no wife present: No related children under 18 years"
06,40,PCT0330015,PCT0330008,PCT033,"Total: Other family: Female householder, no husband present"
06,41,PCT0330016,PCT0330015,PCT033,"Total: Other family: Female householder, no husband present: With related children under 18 years"
06,42,PCT0330017,PCT0330016,PCT033,"Total: Other family: Female householder, no husband present: With related children under 18 years: Under 6 years only"
06,43,PCT0330018,PCT0330016,PCT033,"Total: Other family: Female householder, no husband present: With related children under 18 years: Under 6 years and 6 to 17 years"
06,44,PCT0330019,PCT0330016,PCT033,"Total: Other family: Female householder, no husband present: With related children under 18 years: 6 to 17 years only"
06,45,PCT0330020,PCT0330015,PCT033,"Total: Other family: Female householder, no husband present: No related children under 18 years"
06,46,PCT0340001,NA,PCT034,"Total"
06,47,PCT0340002,PCT0340001,PCT034,"Total: In husband-wife families"
06,48,PCT0340003,PCT0340002,PCT034,"Total: In husband-wife families: Under 3 years"
06,49,PCT0340004,PCT0340002,PCT034,"Total: In husband-wife families: 3 and 4 years"
06,50,PCT0340005,PCT0340002,PCT034,"Total: In husband-wife families: 5 years"
06,51,PCT0340006,PCT0340002,PCT034,"Total: In husband-wife families: 6 to 11 years"
06,52,PCT0340007,PCT0340002,PCT034,"Total: In husband-wife families: 12 to 17 years"
06,53,PCT0340008,PCT0340001,PCT034,"Total: In other families"
06,54,PCT0340009,PCT0340008,PCT034,"Total: In other families: In male householder, no wife present family"
06,55,PCT0340010,PCT0340009,PCT034,"Total: In other families: In male householder, no wife present family: Under 3 years"
06,56,PCT0340011,PCT0340009,PCT034,"Total: In other families: In male householder, no wife present family: 3 and 4 years"
06,57,PCT0340012,PCT0340009,PCT034,"Total: In other families: In male householder, no wife present family: 5 years"
06,58,PCT0340013,PCT0340009,PCT034,"Total: In other families: In male householder, no wife present family: 6 to 11 years"
06,59,PCT0340014,PCT0340009,PCT034,"Total: In other families: In male householder, no wife present family: 12 to 17 years"
06,60,PCT0340015,PCT0340008,PCT034,"Total: In other families: In female householder, no husband present family"
06,61,PCT0340016,PCT0340015,PCT034,"Total: In other families: In female householder, no husband present family: Under 3 years"
06,62,PCT0340017,PCT0340015,PCT034,"Total: In other families: In female householder, no husband present family: 3 and 4 years"
06,63,PCT0340018,PCT0340015,PCT034,"Total: In other families: In female householder, no husband present family: 5 years"
06,64,PCT0340019,PCT0340015,PCT034,"Total: In other families: In female householder, no husband present family: 6 to 11 years"
06,65,PCT0340020,PCT0340015,PCT034,"Total: In other families: In female householder, no husband present family: 12 to 17 years"
06,66,PCT0350001,NA,PCT035,"Total"
06,67,PCT0350002,PCT0350001,PCT035,"Total: Under 3 years"
06,68,PCT0350003,PCT0350001,PCT035,"Total: 3 and 4 years"
06,69,PCT0350004,PCT0350001,PCT035,"Total: 5 years"
06,70,PCT0350005,PCT0350001,PCT035,"Total: 6 to 11 years"
06,71,PCT0350006,PCT0350001,PCT035,"Total: 12 to 17 years"
06,72,PCT0360001,NA,PCT036,"Total"
06,73,PCT0360002,PCT0360001,PCT036,"Total: Male householder"
06,74,PCT0360003,PCT0360002,PCT036,"Total: Male householder: Living alone"
06,75,PCT0360004,PCT0360003,PCT036,"Total: Male householder: Living alone: Householder 15 to 64 years"
06,76,PCT0360005,PCT0360003,PCT036,"Total: Male householder: Living alone: Householder 65 years and over"
06,77,PCT0360006,PCT0360002,PCT036,"Total: Male householder: Not living alone"
06,78,PCT0360007,PCT0360006,PCT036,"Total: Male householder: Not living alone: Householder 15 to 64 years"
06,79,PCT0360008,PCT0360006,PCT036,"Total: Male householder: Not living alone: Householder 65 years and over"
06,80,PCT0360009,PCT0360001,PCT036,"Total: Female householder"
06,81,PCT0360010,PCT0360009,PCT036,"Total: Female householder: Living alone"
06,82,PCT0360011,PCT0360010,PCT036,"Total: Female householder: Living alone: Householder 15 to 64 years"
06,83,PCT0360012,PCT0360010,PCT036,"Total: Female householder: Living alone: Householder 65 years and over"
06,84,PCT0360013,PCT0360009,PCT036,"Total: Female householder: Not living alone"
06,85,PCT0360014,PCT0360013,PCT036,"Total: Female householder: Not living alone: Householder 15 to 64 years"
06,86,PCT0360015,PCT0360013,PCT036,"Total: Female householder: Not living alone: Householder 65 years and over"
06,87,PCT0370001,NA,PCT037,"Total"
06,88,PCT0370002,PCT0370001,PCT037,"Total: In family households"
06,89,PCT0370003,PCT0370002,PCT037,"Total: In family households: Roomer or boarder"
06,90,PCT0370004,PCT0370002,PCT037,"Total: In family households: Housemate or roommate"
06,91,PCT0370005,PCT0370002,PCT037,"Total: In family households: Unmarried partner"
06,92,PCT0370006,PCT0370002,PCT037,"Total: In family households: Other nonrelatives"
06,93,PCT0370007,PCT0370001,PCT037,"Total: In nonfamily households"
06,94,PCT0370008,PCT0370007,PCT037,"Total: In nonfamily households: Roomer or boarder"
06,95,PCT0370009,PCT0370007,PCT037,"Total: In nonfamily households: Housemate or roommate"
06,96,PCT0370010,PCT0370007,PCT037,"Total: In nonfamily households: Unmarried partner"
06,97,PCT0370011,PCT0370007,PCT037,"Total: In nonfamily households: Other nonrelatives"
06,98,PCT038 0001,NA,PCT038,"Total"
06,99,PCT038 0002,PCT038 0001,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405)"
06,100,PCT038 0003,PCT038 0002,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
06,101,PCT038 0004,PCT038 0003,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
06,102,PCT038 0005,PCT038 0003,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
06,103,PCT038 0006,PCT038 0003,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
06,104,PCT038 0007,PCT038 0003,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
06,105,PCT038 0008,PCT038 0003,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
06,106,PCT038 0009,PCT038 0003,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
06,107,PCT038 0010,PCT038 0002,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
06,108,PCT038 0011,PCT038 0010,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
06,109,PCT038 0012,PCT038 0010,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
06,110,PCT038 0013,PCT038 0010,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
06,111,PCT038 0014,PCT038 0002,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
06,112,PCT038 0015,PCT038 0002,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
06,113,PCT038 0016,PCT038 0015,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
06,114,PCT038 0017,PCT038 0015,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
06,115,PCT038 0018,PCT038 0015,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): In-patient hospice facilities (403)"
06,116,PCT038 0019,PCT038 0015,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Military treatment facilities with assigned patients (404)"
06,117,PCT038 0020,PCT038 0015,PCT038,"Total: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Residential schools for people with disabilities (405)"
06,118,PCT038 0021,PCT038 0001,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)"
06,119,PCT038 0022,PCT038 0021,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): College/University student housing (501)"
06,120,PCT038 0023,PCT038 0021,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602)"
06,121,PCT038 0024,PCT038 0023,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military barracks and dormitories (non-disciplinary) (601)"
06,122,PCT038 0025,PCT038 0023,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military ships (602)"
06,123,PCT038 0026,PCT038 0021,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
06,124,PCT038 0027,PCT038 0026,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)"
06,125,PCT038 0028,PCT038 0026,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Group homes intended for adults (801)"
06,126,PCT038 0029,PCT038 0026,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Residential treatment centers for adults (802)"
06,127,PCT038 0030,PCT038 0026,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Maritime/merchant vessels (900)"
06,128,PCT038 0031,PCT038 0026,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Workers' group living quarters and Job Corps centers (901)"
06,129,PCT038 0032,PCT038 0026,PCT038,"Total: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (702, 704, 706, 903-904)"
07,1,FILEID,NA,HEAD,"File Identification"
07,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)"
07,3,CHARITER,NA,HEAD,"Characteristic iteration"
07,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number"
07,5,LOGRECNO,NA,HEAD,"Logical Record Number"
07,6,PCT0390001,NA,PCT039,"Total"
07,7,PCT0390002,PCT0390001,PCT039,"Total: Male"
07,8,PCT0390003,PCT0390002,PCT039,"Total: Male: Under 18 years"
07,9,PCT0390004,PCT0390003,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405)"
07,10,PCT0390005,PCT0390004,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
07,11,PCT0390006,PCT0390005,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
07,12,PCT0390007,PCT0390005,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
07,13,PCT0390008,PCT0390005,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
07,14,PCT0390009,PCT0390005,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
07,15,PCT0390010,PCT0390005,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
07,16,PCT0390011,PCT0390005,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
07,17,PCT0390012,PCT0390004,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
07,18,PCT0390013,PCT0390012,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
07,19,PCT0390014,PCT0390012,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
07,20,PCT0390015,PCT0390012,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
07,21,PCT0390016,PCT0390004,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
07,22,PCT0390017,PCT0390004,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
07,23,PCT0390018,PCT0390017,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
07,24,PCT0390019,PCT0390017,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
07,25,PCT0390020,PCT0390017,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): In-patient hospice facilities (403)"
07,26,PCT0390021,PCT0390017,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Military treatment facilities with assigned patients (404)"
07,27,PCT0390022,PCT0390017,PCT039,"Total: Male: Under 18 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Residential schools for people with disabilities (405)"
07,28,PCT0390023,PCT0390003,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)"
07,29,PCT0390024,PCT0390023,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): College/University student housing (501)"
07,30,PCT0390025,PCT0390023,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602)"
07,31,PCT0390026,PCT0390025,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military barracks and dormitories (non-disciplinary) (601)"
07,32,PCT0390027,PCT0390025,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Military quarters (601-602): Military ships (602)"
07,33,PCT0390028,PCT0390023,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)"
07,34,PCT0390029,PCT0390028,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)"
07,35,PCT0390030,PCT0390028,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Group homes intended for adults (801)"
07,36,PCT0390031,PCT0390028,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Residential treatment centers for adults (802)"
07,37,PCT0390032,PCT0390028,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Maritime/merchant vessels (900)"
07,38,PCT0390033,PCT0390028,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Workers' group living quarters and Job Corps centers (901)"
07,39,PCT0390034,PCT0390028,PCT039,"Total: Male: Under 18 years: Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904): Other noninstitutional facilities (702, 704, 706, 903-904)"
07,40,PCT0390035,PCT0390002,PCT039,"Total: Male: 18 to 64 years"
07,41,PCT0390036,PCT0390035,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405)"
07,42,PCT0390037,PCT0390036,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106)"
07,43,PCT0390038,PCT0390037,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal detention centers (101)"
07,44,PCT0390039,PCT0390037,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Federal prisons (102)"
07,45,PCT0390040,PCT0390037,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): State prisons (103)"
07,46,PCT0390041,PCT0390037,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Local jails and other municipal confinement facilities (104)"
07,47,PCT0390042,PCT0390037,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Correctional residential facilities (105)"
07,48,PCT0390043,PCT0390037,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Correctional facilities for adults (101-106): Military disciplinary barracks and jails (106)"
07,49,PCT0390044,PCT0390036,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203)"
07,50,PCT0390045,PCT0390044,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Group homes for juveniles (non-correctional) (201)"
07,51,PCT0390046,PCT0390044,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Residential treatment centers for juveniles (non-correctional) (202)"
07,52,PCT0390047,PCT0390044,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Juvenile facilities (201-203): Correctional facilities intended for juveniles (203)"
07,53,PCT0390048,PCT0390036,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Nursing facilities/Skilled-nursing facilities (301)"
07,54,PCT0390049,PCT0390036,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405)"
07,55,PCT0390050,PCT0390049,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)"
07,56,PCT0390051,PCT0390049,PCT039,"Total: Male: 18 to 64 years: Institutionalized population (101-106, 201-203, 301, 401-405): Other institutional facilities (401-405): Hospitals with patients who have no usual home elsewhere (402)"
